company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
Refractory Metals USA,Fremont,CA,,https://refractorymetalsusa.com,https://linkedin.com/company/refractory-metals-usa,Engineering,West Coast,Domestic,Fernando Delgado,refractory metals pressing,90,Produces refractory metal products requiring advanced processing,ENGAGE,high,Engineering,85,high pressure; medium pressure,Fette; Korsch,"There is a significant opportunity to enhance tablet compression processes for refractory metals, leveraging advanced techniques to improve product quality.",,
Remington Arms,Madison,NC,,https://remington.com,https://linkedin.com/company/remingtonarms,Engineering,Southeast,Domestic,Danny Ambrose,ammunition manufacturing,90,A leading ammunition manufacturer potentially requiring tablet presses,EDUCATE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,"Remington Arms has a medium opportunity for tablet compression in ammunition manufacturing, necessitating education on equipment and processes.",,
Remora,Ann Arbor,MI,,https://remoracarbon.com,https://linkedin.com/company/remoracarbon,Scientific,Central,Domestic,David Nelson,carbon capture sorbent manufacturing,90,Develops mobile carbon capture technology that may require advanced sorbent formulations,EDUCATE,none,Both,75,,,There is an opportunity to educate on advanced sorbent formulations for mobile carbon capture technology.,,
Rhenium Alloys,North Ridgeville,OH,,https://rhenium.com,https://linkedin.com/company/rhenium-alloys-inc,Engineering,Central,Domestic,David Nelson,refractory metals pressing,90,Specializes in refractory metal products requiring pressing and tooling,MONITOR,medium,Engineering,75,high pressure required for refractory metals; potential for uneven compression,Fette; Korsch,"Rhenium Alloys, Inc. presents a medium opportunity for tablet compression in refractory metals, requiring careful monitoring of pressure and tooling.",,
Robelle Industries,Taunton,MA,,https://robelle.com,https://linkedin.com/company/robelle-industries-inc,Engineering,Northeast,Domestic,Raffaele Romano,pool chlorine tablet manufacturing,90,Provides pool chemicals including chlorine tablets,MONITOR,medium,Both,75,low pressure; medium pressure; high pressure,Fette; Korsch,Robelle Industries has a medium opportunity for optimizing tablet compression in their chlorine tablet manufacturing process.,,
Rocket Lab,Long Beach,CA,,https://rocketlabusa.com,https://linkedin.com/company/rocket-lab,Engineering,West Coast,Domestic,Fernando Delgado,space materials manufacturing,90,"Manufactures rockets and spacecraft, requiring precision engineering tools.",DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in the space materials manufacturing sector.,,
Roebic Laboratories,Orange,CT,,https://roebic.com,https://linkedin.com/company/roebic-laboratories-inc.,Scientific,Northeast,Domestic,Raffaele Romano,septic system tablets,90,"Manufactures septic and drain care products, requiring formulation services.",EDUCATE,medium,Both,75,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for tablet compression in septic system tablets with potential formulation challenges.,,
Roquette Frères,Geneva,IL,,https://www.roquette.com,https://www.linkedin.com/company/roquette,Scientific,Central,Domestic,David Nelson,excipient development laboratory,90,Focuses on excipient development and formulation for various applications.,,,,,,,,,
SASE Company,Rockford,MN,,https://sasecompany.com,https://linkedin.com/company/sase-company-llc,Engineering,Central,Domestic,David Nelson,diamond tool manufacturing,90,Produces diamond tooling systems that could involve press equipment,MONITOR,medium,Engineering,75,low pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in diamond tooling systems, requiring monitoring of pressure signals and associated risks.",,
SFC Energy,Novi,MI,,https://sfc.com,https://linkedin.com/company/sfc-energy-ag,Engineering,Central,Domestic,David Nelson,fuel cell electrode manufacturing,90,Develops direct methanol fuel cells and components,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in fuel cell electrode manufacturing.,,
SMC Powder Metallurgy,St. Marys,PA,,https://www.smcpowdermetallurgy.com,https://linkedin.com/company/smc-powder-metallurgy-inc.,Engineering,Northeast,Domestic,Raffaele Romano,sintered metal components,90,"Produces sintered metal parts, requiring compacting technology",DEPRIORITIZE,none,None,75,,,No tablet compression opportunities identified for SMC Powder Metallurgy Inc. as they focus on sintered metal components.,,
SaltStick,Sarasota,FL,,https://saltstick.com,https://linkedin.com/company/saltstick,Engineering,Southeast,Domestic,Danny Ambrose,electrolyte tablets,90,Produces electrolyte capsules and tablets,ENGAGE,medium,Both,85,low pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes for SaltStick's electrolyte tablets.,,
Sandvik Coromant,Fair Lawn,NJ,,https://sandvik.coromant.com,https://linkedin.com/company/sandvik-coromant,Engineering,Northeast,Domestic,Raffaele Romano,tungsten carbide tooling,90,They specialize in carbide tools which are essential for precision tablet manufacturing.,MONITOR,medium,Engineering,80,high pressure; medium pressure,Fette; Korsch; Sandvik Coromant,Sandvik Coromant's carbide tooling presents a medium opportunity for improving tablet compression efficiency.,,
Schunk Graphite Technology,Menomonee Falls,WI,,https://schunk-group.com,https://linkedin.com/company/schunk-group,Engineering,Central,Domestic,David Nelson,carbon brush manufacturing,90,Manufactures graphite and carbon-based products requiring precision,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in carbon brush manufacturing.,,
Seco Tools,Troy,MI,,https://secotools.com,https://linkedin.com/company/seco-tools,Engineering,Central,Domestic,David Nelson,tungsten carbide tooling,90,Provides tooling solutions including carbide inserts suitable for tablet manufacturing.,EDUCATE,medium,Engineering,75,high pressure; medium pressure,Fette; Korsch,Seco Tools offers tungsten carbide tooling that can enhance tablet manufacturing efficiency but requires education on proper usage to mitigate risks.,,
SenesTech,Phoenix,AZ,,https://www.senestech.com,https://linkedin.com/company/senestech-inc,Scientific,Rocky Mountain,Domestic,Eric Maughan,pest control tablets,90,"Develops fertility control solutions as tablets, needing formulation expertise",ENGAGE,medium,Both,80,inconsistent tablet weight; tablet hardness variability; dissolution rate issues,Fette; Korsch,There is a medium opportunity for tablet compression improvements in pest control tablets with a focus on formulation expertise.,,
Sensor Technology,Collingwood,ON,,https://sensortech.ca,https://linkedin.com/company/sensor-technology-ltd,Scientific,Canada,International,Fazal,piezoelectric ceramics,90,Manufactures piezoelectric sensor solutions,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified with piezoelectric sensor solutions.,,
Severn Trent Services,Fort Washington,PA,,https://severntrentservices.com,https://linkedin.com/company/severn-trent-services,Engineering,Northeast,Domestic,Raffaele Romano,water treatment tablets,90,Manufactures water treatment tablets and systems,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in water treatment tablets with potential risks to monitor.,,
Sika AG,Baar,ZG,,https://www.sika.com,https://www.linkedin.com/company/sika-ag/,Both,International,International,International Sales Team,concrete cleaner tablets,90,Offers a wide range of construction chemicals including concrete cleaners.,,,,,,,,,
Sila Nanotechnologies,Alameda,CA,,https://www.silanano.com,https://www.linkedin.com/company/sila-nanotechnologies,Scientific,West Coast,Domestic,Fernando Delgado,lithium ion battery materials,90,Sila specializes in advanced battery materials and R&D.,,,,,,Fette; Korsch,Sila Nanotechnologies presents an opportunity for collaboration in battery materials formulation services.,,
Silatronix,Madison,WI,,https://silatronix.com,https://linkedin.com/company/silatronix-inc,Scientific,Central,Domestic,David Nelson,battery cathode manufacturing,90,Focuses on advanced electrolyte materials for lithium-ion batteries,DEPRIORITIZE,none,None,70,,,No relevant tablet compression opportunities identified in battery cathode manufacturing.,,
Sionic Energy,Austin,TX,,https://sionic.energy,https://linkedin.com/company/sionic-energy,Scientific,Central,Domestic,David Nelson,sodium ion battery manufacturing,90,Engaged in the development of next-gen battery technologies.,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in sodium ion battery manufacturing.,,
Skratch Labs,Boulder,CO,,https://skratchlabs.com,https://linkedin.com/company/skratch-labs,Both,Rocky Mountain,Domestic,Eric Maughan,electrolyte tablets,90,Offers a range of hydration and electrolyte products,ENGAGE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,Skratch Labs presents a medium opportunity for tablet compression improvements in their electrolyte tablets.,,
SlimFast,West Palm Beach,FL,,https://www.slimfast.com,https://www.linkedin.com/company/slimfast,Both,Southeast,Domestic,Danny Ambrose,weight loss supplement tablets,90,SlimFast produces weight loss products including supplements that require both scientific and engineering expertise.,,,,,,,,,
Smith & Nephew,Andover,MA,,https://smith-nephew.com,https://linkedin.com/company/smith&nephew,Engineering,Northeast,Domestic,Raffaele Romano,medical implants manufacturing,90,Produces orthopedic and wound care products,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in Smith & Nephew's current manufacturing focus.,,
Solenis,Wilmington,DE,,https://solenis.com,https://linkedin.com/company/solenis,Scientific,Northeast,Domestic,Raffaele Romano,water treatment tablets,90,Provides specialty chemicals for water-intensive industries,ENGAGE,medium,Both,80,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in water treatment tablets to enhance performance and consistency.,,
Southwest Research Institute,San Antonio,TX,,https://www.swri.org,https://linkedin.com/company/southwest-research-institute,Scientific,Central,Domestic,David Nelson,superconductor materials,90,Conducts advanced material research that may need formulation expertise.,ENGAGE,medium,Both,80,high pressure signals may affect material integrity; inconsistent tablet density,Fette; Korsch,There is a medium opportunity to engage with Southwest Research Institute for formulation expertise in superconductor materials.,,
SpaceX,Hawthorne,CA,,https://spacex.com,https://linkedin.com/company/spacex,Engineering,West Coast,Domestic,Fernando Delgado,space materials manufacturing,90,"SpaceX manufactures components for spacecraft, potentially needing precision tooling and presses.",DEPRIORITIZE,none,None,70,,,SpaceX's focus on aerospace components does not align with tablet compression opportunities.,,
Speer Ammunition,Lewiston,ID,,https://speer.com,https://linkedin.com/company/speer-ammunition,Engineering,Rocky Mountain,Domestic,Eric Maughan,ammunition manufacturing,90,Produces ammunition which involves compression of materials,MONITOR,medium,Engineering,80,high pressure during compression; inconsistent pressure application,Fette; Korsch,There are moderate opportunities for improving compression processes in ammunition manufacturing at Speer Ammunition.,,
St. Marks Powder,St. Marks,FL,,https://www.gd-ots.com/st-marks-powder,https://linkedin.com/company/st-marks-powder,Engineering,Southeast,Domestic,Danny Ambrose,explosives propellant manufacturing,90,"Produces ball propellant for military and commercial use, requiring high-precision manufacturing tools.",DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in explosives propellant manufacturing.,,
St. Marys Carbon Company,Saint Marys,PA,,https://stmaryscarbon.com,https://linkedin.com/company/st-marys-carbon-company,Engineering,Northeast,Domestic,Raffaele Romano,carbon brush manufacturing,90,Manufactures carbon and graphite products including brushes,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for St. Marys Carbon Company.,,
Standard Abrasives,Tonawanda,NY,,https://www.standardabrasives.com,https://linkedin.com/company/standard-abrasives,Engineering,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,90,Provides abrasive solutions necessitating tooling and presses,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in the abrasives manufacturing sector.,,
Starline Brass,Sedalia,MO,,https://starlinebrass.com,https://linkedin.com/company/starline-brass,Engineering,Central,Domestic,David Nelson,ammunition manufacturing,90,Supplies brass casings and may require pressing technology for production,ENGAGE,medium,Engineering,75,low pressure; high pressure,Fette; Korsch,Starline Brass presents a medium opportunity for tablet compression technology to enhance their ammunition casing production.,,
Sulzer Metco (US),Westbury,NY,,https://www.sulzer.com,https://linkedin.com/company/sulzer,Scientific,Northeast,Domestic,Raffaele Romano,thermal barrier coatings,90,Provides coating solutions that require formulation expertise.,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified with Sulzer Metco's thermal barrier coatings.,,
Sumitomo Electric Carbide,New Berlin,WI,,https://sumicarbide.com,https://linkedin.com/company/sumitomo-electric-carbide-inc-,Engineering,Central,Domestic,David Nelson,powder metallurgy manufacturing,90,Produces cutting tools using powder metallurgy,MONITOR,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression improvements in powder metallurgy processes at Sumitomo Electric Carbide, Inc.",,
SunHydrogen,Santa Barbara,CA,,https://www.sunhydrogen.com,https://linkedin.com/company/sunhydrogen,Scientific,West Coast,Domestic,Fernando Delgado,hydrogen storage materials,90,Develops technologies for hydrogen production and storage.,DEPRIORITIZE,none,None,70,,,"SunHydrogen focuses on hydrogen production and storage technologies, which do not present tablet compression opportunities.",,
Superabrasive,Hoschton,GA,,https://superabrasive.us,https://linkedin.com/company/superabrasive-inc,Engineering,Southeast,Domestic,Danny Ambrose,diamond tool manufacturing,90,Provides diamond tools and could utilize presses for component shaping,EDUCATE,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"Superabrasive, Inc. has a medium opportunity to utilize tablet compression for shaping diamond tools, with potential risks to product quality.",,
Superconductor Technologies,Austin,TX,,http://www.suptech.com,https://linkedin.com/company/superconductor-technologies,Scientific,Central,Domestic,David Nelson,superconductor materials,90,Focus on high-temperature superconducting materials requiring formulation expertise.,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in the context of superconductor materials.,,
Symmco,Sykesville,PA,,https://www.symmco.com,https://linkedin.com/company/symmco-inc,Engineering,Northeast,Domestic,Raffaele Romano,sintered metal components,90,"Provides powder metallurgy solutions, needing efficient pressing tools",ENGAGE,high,Engineering,85,high pressure required for sintering; consistent pressure application; pressure fluctuations during pressing,Fette; Korsch,There is a significant opportunity to provide efficient pressing tools for Symmco Inc.'s powder metallurgy solutions.,,
TEGPRO,Concord,NH,,https://tegpro.com,https://linkedin.com/company/tegpro,Engineering,Northeast,Domestic,Raffaele Romano,thermoelectric materials,90,"Manufactures thermoelectric generators, which involve the use of advanced materials.",DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in thermoelectric generator manufacturing.,,
TRS Technologies,State College,PA,,https://trstechnologies.com,https://linkedin.com/company/trs-technologies-inc,Scientific,Northeast,Domestic,Raffaele Romano,piezoelectric ceramics,90,Develops advanced piezoelectric materials and solutions,DEPRIORITIZE,none,None,70,,,"No immediate tablet compression opportunities identified with TRS Technologies, Inc.",,
TabletTech Allergy Division,San Francisco,CA,,http://www.tablettech.com,https://www.linkedin.com/company/tablettech,Engineering,West Coast,Domestic,Fernando Delgado,allergy tablet manufacturing,90,Focus on tablet manufacturing and tooling.,,,,,,,,,
Talas,Brooklyn,NY,,https://www.talasonline.com,https://linkedin.com/company/talas,Scientific,Northeast,Domestic,Raffaele Romano,art conservation pigments lab,90,Offers conservation and preservation supplies,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the art conservation pigments lab.,,
Tecteg MFR,Saginaw,MI,,https://tecteg.com,https://linkedin.com/company/tecteg-mfr,Engineering,Central,Domestic,David Nelson,thermoelectric materials,90,Manufactures thermoelectric generators and components.,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in thermoelectric materials manufacturing.,,
Tennessee Valley Authority (TVA),Knoxville,TN,,https://tva.com,https://linkedin.com/company/tennessee-valley-authority,Scientific,Southeast,Domestic,Danny Ambrose,nuclear fuel pellet manufacturing,90,"Operates nuclear plants, possibly involved in fuel technology research.",MONITOR,medium,Both,75,high pressure; medium pressure,none,TVA presents a medium opportunity for tablet compression improvements in nuclear fuel pellet manufacturing.,,
Tesla,Palo Alto,CA,,https://www.tesla.com,https://www.linkedin.com/company/tesla,Both,West Coast,Domestic,Fernando Delgado,lithium ion battery materials,90,Tesla is a leading manufacturer of lithium-ion batteries and engages in R&D.,,,,,,,,,
TestAmerica Laboratories,Sacramento,CA,,https://testamericainc.com,https://linkedin.com/company/testamerica,Scientific,West Coast,Domestic,Fernando Delgado,recycled materials testing lab,90,"Specializes in environmental testing services, potentially requiring formulation services",EDUCATE,medium,Both,75,inconsistent material properties; variability in recycled content,Fette; Korsch,"There is a medium opportunity for tablet compression using recycled materials, necessitating education on formulation and processing challenges.",,
Texas Instruments,Dallas,TX,,https://ti.com,https://linkedin.com/company/texas-instruments,Scientific,Central,Domestic,David Nelson,semiconductor materials,90,Designs and manufactures semiconductors for various applications,DEPRIORITIZE,none,None,70,,,No relevant tablet compression opportunities identified in the semiconductor materials sector.,,
The Compound Pharmacy,Phoenix,AZ,,https://www.thecompoundpharmacy.com,https://www.linkedin.com/company/the-compound-pharmacy/,Scientific,Rocky Mountain,Domestic,Eric Maughan,503a compounding pharmacy,90,Focuses on personalized compounding solutions.,,,,,,,,,
The Powder Flow Company,East Sussex,ENG,+44 1273 403 570,https://www.powderflow.com,https://www.linkedin.com/company/the-powder-flow-company,Scientific,International,International,International Sales Team,powder flow testing laboratory,90,Focuses on powder flow testing and analysis services.,,,,,,,,,
Thermal Spray Technologies,Sun Prairie,WI,,https://www.tstcoatings.com,https://linkedin.com/company/tst-engineered-coating-solutions,Scientific,Central,Domestic,David Nelson,thermal barrier coatings,90,"Engages in thermal spray coating, needing advanced formulations.",EDUCATE,none,None,70,,,"Thermal Spray Technologies, Inc. may benefit from advanced formulations but does not present immediate tablet compression opportunities.",,
Thermion,Silverdale,WA,,https://www.thermioninc.com,https://linkedin.com/company/thermion-inc-,Scientific,West Coast,Domestic,Fernando Delgado,thermal barrier coatings,90,"Manufactures thermal spray equipment, potentially needing formulation services.",DEPRIORITIZE,none,None,70,,,"Thermion, Inc. does not present immediate tablet compression opportunities as their focus is on thermal spray equipment.",,
ThermoAura,Troy,NY,,https://thermoaura.com,https://linkedin.com/company/thermoaura,Scientific,Northeast,Domestic,Raffaele Romano,thermoelectric materials,90,Specializes in nanostructured thermoelectric materials for scientific applications.,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified for ThermoAura Inc.,,
Thomas & Skinner,Indianapolis,IN,,https://thomas-skinner.com,https://linkedin.com/company/thomas-&-skinner,Engineering,Central,Domestic,David Nelson,rare earth magnet manufacturing,90,Manufactures magnetic materials which could benefit from sophisticated pressing technologies.,ENGAGE,high,Both,85,high pressure; medium pressure; low pressure,Fette; Korsch,"Thomas & Skinner, Inc. has a significant opportunity to enhance their rare earth magnet manufacturing through advanced tablet compression technologies.",,
Tri-State Tool Grinding,Cincinnati,OH,,https://tristatoolgrinding.com,https://linkedin.com/company/tri-state-tool-grinding,Engineering,Central,Domestic,David Nelson,diamond tool manufacturing,90,Provides diamond tool services that could use presses for tool production,ENGAGE,medium,Engineering,75,low pressure; medium pressure; high pressure,Fette; Korsch,"Tri-State Tool Grinding has a medium opportunity for tablet compression in diamond tool manufacturing, leveraging presses for improved production efficiency.",,
Tritium Pty,Torrance,CA,,https://tritiumcharging.com,https://linkedin.com/company/tritium,Scientific,West Coast,Domestic,Fernando Delgado,hydrogen storage materials,90,Provides hydrogen storage solutions for fuel cell applications.,DEPRIORITIZE,none,None,70,,,Tritium Pty Ltd. does not present tablet compression opportunities as their focus is on hydrogen storage solutions.,,
Tungsten Heavy Powder & Parts,San Diego,CA,,https://tungstenheavypowder.com,https://linkedin.com/company/tungsten-heavy-powder,Engineering,West Coast,Domestic,Fernando Delgado,refractory metals pressing,90,Supplies tungsten products which are pressed and sintered,ENGAGE,high,Both,85,high pressure required for sintering; pressure uniformity; pressure drop during pressing,Fette; Korsch,There is a significant opportunity to enhance the tablet compression process for tungsten products through improved pressure management and risk mitigation strategies.,,
Twinlab Consolidated Holdings,Boca Raton,FL,,https://twinlab.com,https://linkedin.com/company/twinlab,Engineering,Southeast,Domestic,Danny Ambrose,dietary supplement tablets,90,Engages in manufacturing a broad range of supplements.,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression processes in dietary supplement manufacturing.,,
U.S. Borax,Borax,CA,,https://www.borax.com,https://linkedin.com/company/us-borax,Scientific,West Coast,Domestic,Fernando Delgado,pest control tablets,90,Produces borate-based pest control tablets requiring formulation expertise,ENGAGE,medium,Both,80,inconsistent tablet weight; tablet hardness variability; punch wear,Fette; Korsch,There is a medium opportunity for improving tablet compression in borate-based pest control tablets through formulation expertise.,,
Ultima Replenisher,Cortland,OH,,https://ultimareplenisher.com,https://linkedin.com/company/ultima-replenisher,Engineering,Central,Domestic,David Nelson,electrolyte tablets,90,Offers electrolyte supplements in powder and tablet form,ENGAGE,medium,Both,85,high pressure; medium pressure; low pressure,Fette; Korsch,There is a medium opportunity for improving tablet compression in Ultima Replenisher's electrolyte tablets to enhance product consistency and performance.,,
Ultimaker,Brooklyn,NY,,https://ultimaker.com,https://linkedin.com/company/ultimaker,Engineering,Northeast,Domestic,Raffaele Romano,3d printing feedstock manufacturing,90,"Produces desktop 3D printers, which require precise tooling",DEPRIORITIZE,none,None,70,,Ultimaker,No immediate tablet compression opportunities identified in 3D printing feedstock manufacturing.,,
Umicore,Brussels,BRU,+32 2 227 70 00,https://www.umicore.com,https://www.linkedin.com/company/umicore,Both,International,International,International Sales Team,battery cathode manufacturing,90,Umicore is involved in battery materials and has a strong R&D focus.,,,,,,,,,
United Abrasives,North Windham,CT,,https://www.unitedabrasives.com,https://linkedin.com/company/united-abrasives-inc,Engineering,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,90,Produces bonded abrasives requiring precise manufacturing,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified for United Abrasives Inc.,,
Universal Nutrition,New Brunswick,NJ,,https://www.universalnutrition.com,https://linkedin.com/company/universal-nutrition,Engineering,Northeast,Domestic,Raffaele Romano,nutraceutical tablet manufacturing,90,Produces a wide range of sports supplements requiring tablet pressing technology,ENGAGE,high,Both,85,high pressure; medium pressure; low pressure,Fette; Korsch,There is a significant opportunity for Universal Nutrition to enhance tablet compression processes for their sports supplements.,,
Urban Mining Company,Austin,TX,,https://urbanminingco.com,https://linkedin.com/company/urban-mining-company,Engineering,Central,Domestic,David Nelson,rare earth magnet manufacturing,90,"They manufacture rare earth magnets, which could utilize tablet presses for material compaction.",EDUCATE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"Urban Mining Company has a medium opportunity to utilize tablet presses for rare earth magnet manufacturing, requiring education on material properties and process optimization.",,
Valagro,Atessa,CH,+39 0872 22 11 11,https://www.valagro.com,https://www.linkedin.com/company/valagro,Both,International,International,International Sales Team,agricultural fertilizer tablets,90,"Valagro focuses on biostimulants and specialty fertilizers, integrating engineering with scientific research.",,,,,,,,,
Valenite,Madison Heights,MI,,https://valenite.com,https://linkedin.com/company/valenite-llc,Engineering,Central,Domestic,David Nelson,tungsten carbide tooling,90,Produces carbide tooling solutions vital for tablet manufacturing equipment.,EDUCATE,medium,Both,80,high pressure; medium pressure,Fette; Korsch,Valenite LLC's tungsten carbide tooling presents a medium compression opportunity for enhancing tablet manufacturing efficiency.,,
Vapor Blast Manufacturing,Wixom,MI,,https://www.vapormatt.com,https://linkedin.com/company/vapormatt-north-america,Scientific,Central,Domestic,David Nelson,thermal barrier coatings,90,"Engages in surface treatment solutions, needing specialized formulations.",DEPRIORITIZE,none,None,70,,,Vapor Blast Manufacturing Co. does not present tablet compression opportunities due to its focus on surface treatment solutions.,,
Versogen,Newark,DE,,https://versogen.com,https://linkedin.com/company/versogen,Scientific,Northeast,Domestic,Raffaele Romano,fuel cell electrode manufacturing,90,Develops anion exchange membranes and components for fuel cells,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in fuel cell electrode manufacturing.,,
Virgin Galactic,Las Cruces,NM,,https://virgingalactic.com,https://linkedin.com/company/virgin-galactic,Engineering,Rocky Mountain,Domestic,Eric Maughan,space materials manufacturing,90,"Involved in commercial space travel, needing precision manufacturing equipment.",EDUCATE,medium,Engineering,80,high pressure; medium pressure; low pressure,Fette; Korsch,Virgin Galactic presents a medium opportunity for tablet compression with a focus on precision manufacturing equipment.,,
Vista Outdoor,Anoka,MN,,https://www.vistaoutdoor.com,https://linkedin.com/company/vista-outdoor-inc,Engineering,Central,Domestic,David Nelson,explosives propellant manufacturing,90,"Manufactures outdoor sports and recreation products, including ammunition.",DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the explosives propellant manufacturing sector.,,
Voxeljet,Canton,MI,,https://voxeljet.com,https://linkedin.com/company/voxeljet,Engineering,Central,Domestic,David Nelson,3d printing feedstock manufacturing,90,"Produces large-scale 3D printing systems, requiring precise tooling",DEPRIORITIZE,none,None,70,,,Voxeljet's focus on 3D printing systems does not present immediate tablet compression opportunities.,,
Wacker Chemie AG,Munich,DE,,https://www.wacker.com,https://www.linkedin.com/company/wacker-chemie-ag/,Both,Northeast,Domestic,Raffaele Romano,semiconductor materials,90,Offers a wide range of semiconductor materials for engineering and R&D.,,,,,,,,,
Washington Mills,North Grafton,MA,,https://www.washingtonmills.com,https://linkedin.com/company/washington-mills,Engineering,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,90,Produces fused minerals and abrasives needing tablet presses,ENGAGE,medium,Both,80,low pressure; high pressure; optimal pressure,Fette; Korsch,Washington Mills has a medium opportunity for tablet compression improvements in their abrasives manufacturing process.,,
Weatherby,Sheridan,WY,,https://weatherby.com,https://linkedin.com/company/weatherby-inc,Engineering,Rocky Mountain,Domestic,Eric Maughan,ammunition manufacturing,90,Manufactures firearms and ammunition possibly needing tablet press equipment,DEPRIORITIZE,none,None,70,,,"Weatherby, Inc. does not present a relevant opportunity for tablet compression equipment.",,
Weiler Abrasives,Cresco,PA,,https://www.weilerabrasives.com,https://linkedin.com/company/weilerabrasives,Engineering,Northeast,Domestic,Raffaele Romano,abrasives manufacturing,90,Produces abrasives that require custom presses and tooling,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in the abrasives manufacturing sector for Weiler Abrasives.,,
Wildcat Discovery Technologies,San Diego,CA,,https://wildcatdiscovery.com,https://linkedin.com/company/wildcat-discovery-technologies,Scientific,West Coast,Domestic,Fernando Delgado,battery cathode manufacturing,90,Focuses on battery material discovery and development,DEPRIORITIZE,none,None,70,,,No immediate tablet compression opportunities identified in battery cathode manufacturing.,,
Wright Medical Group N.V.,Memphis,TN,,https://wright.com,https://linkedin.com/company/wright-medical,Engineering,Southeast,Domestic,Danny Ambrose,medical implants manufacturing,90,Focuses on extremities and biologics for orthopedic implants,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the medical implants sector for Wright Medical Group.,,
Xcel Energy,Minneapolis,MN,,https://xcelenergy.com,https://linkedin.com/company/xcelenergy,Scientific,Central,Domestic,David Nelson,nuclear fuel pellet manufacturing,90,"Operates nuclear facilities, potentially involved in pellet R&D.",MONITOR,medium,Both,75,low pressure; high pressure,None,Xcel Energy presents a medium opportunity for tablet compression in nuclear fuel pellet manufacturing with associated risks.,,
ZF TRW,Livonia,MI,,https://zf.com,https://linkedin.com/company/zf-group,Engineering,Central,Domestic,David Nelson,brake pad powder compaction,90,Produces friction materials for vehicle braking systems,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,There is a medium opportunity for improving brake pad powder compaction processes to enhance product consistency and performance.,,
ZimVie,Westminster,CO,,https://zimvie.com,https://linkedin.com/company/zimvie,Engineering,Rocky Mountain,Domestic,Eric Maughan,medical implants manufacturing,90,Focuses on spine and dental implant products,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the medical implants sector for ZimVie.,,
Zimmer Biomet,Warsaw,IN,,https://zimmerbiomet.com,https://linkedin.com/company/zimmerbiomet,Engineering,Central,Domestic,David Nelson,medical implants manufacturing,90,Major manufacturer of orthopedic implants requiring precision tooling,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the orthopedic implants manufacturing sector.,,
Zimmer Biomet Dental,Palm Beach Gardens,FL,,https://zimmerbiometdental.com,https://linkedin.com/company/zimmer-biomet-dental,Engineering,Southeast,Domestic,Danny Ambrose,medical implants manufacturing,90,Specializes in dental implants and related products,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the dental implants sector.,,
